Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:RGL,"Riversgold Limited (ASX:RGL)",https://www.listcorp.com/asx/rgl/riversgold-limited,"	14545500",0.035,-0.00,-2.78,Materials
ASX:FRX,"Flexiroam Limited (ASX:FRX)",https://www.listcorp.com/asx/frx/flexiroam-limited,"	14518800",0.03,0.00,3.45,"Communication Services"
ASX:3MF,"3D Metal Forge Limited (ASX:3MF)",https://www.listcorp.com/asx/3mf/3d-metal-forge-limited,"	14422400",0.15,0.00,0,Industrials
ASX:MEB,"Medibio Limited (ASX:MEB)",https://www.listcorp.com/asx/meb/medibio-limited,"	14360500",0.009,0.00,12.5,"Health Care"
ASX:SHH,"Shree Minerals (ASX:SHH)",https://www.listcorp.com/asx/shh/shree-minerals,"	14353700",0.014,0.00,3.7,Materials
ASX:FIJ,"Fiji Kava Limited (ASX:FIJ)",https://www.listcorp.com/asx/fij/fiji-kava,"	14295200",0.11,0.00,0,"Consumer Staples"
ASX:MEL,"Metgasco Limited (ASX:MEL)",https://www.listcorp.com/asx/mel/metgasco,"	14290900",0.026,0.00,0,Energy
ASX:HGL,"Hudson Investment (ASX:HGL)",https://www.listcorp.com/asx/hgl/hudson-investment,"	14246400",0.24,0.00,0,"Real Estate"
ASX:ILA,"Island Pharmaceuticals Limited (ASX:ILA)",https://www.listcorp.com/asx/ila/island-pharmaceuticals-limited,"	14171200",0.33,0.00,0,"Health Care"
ASX:DCX,"DiscovEx Resources Limited (ASX:DCX)",https://www.listcorp.com/asx/dcx/discovex-resources-limited,"	14127700",0.0055,0.00,0,Materials
ASX:PNN,"Pepinnini Lithium Limited (ASX:PNN)",https://www.listcorp.com/asx/pnn/pepinnini-lithium-limited,"	14121000",0.32,0.01,1.59,Materials
ASX:CXZ,"Connexion Telematics Ltd (ASX:CXZ)",https://www.listcorp.com/asx/cxz/connexion-telematics-ltd,"	14082600",0.017,0.00,6.25,"Information Technology"
ASX:PTR,"Petratherm Ltd (ASX:PTR)",https://www.listcorp.com/asx/ptr/petratherm,"	13924200",0.066,-0.00,-5.71,Materials
ASX:VIC,"Victory Mines (ASX:VIC)",https://www.listcorp.com/asx/vic/victory-mines,"	13920600",0.0025,0.00,0,Materials
ASX:PRM,"Prominence Energy NL (ASX:PRM)",https://www.listcorp.com/asx/prm/prominence-energy-nl,"	13890900",0.014,-0.00,-6.67,Energy
ASX:VMG,"VDM Group (ASX:VMG)",https://www.listcorp.com/asx/vmg/vdm-group,"	13855300",0.002,0.00,0,Industrials
ASX:REZ,"Resources & Energy Group (ASX:REZ)",https://www.listcorp.com/asx/rez/resources-and-energy-group,"	13813800",0.031,-0.00,-3.13,Materials
ASX:KBC,"Keybridge Capital (ASX:KBC)",https://www.listcorp.com/asx/kbc/keybridge-capital,"	13791600",0.069,0.00,0,Financials
ASX:TDO,"3D Oil (ASX:TDO)",https://www.listcorp.com/asx/tdo/3d-oil,"	13789800",0.052,0.00,0,Energy
ASX:SE1,"Sensera Limited (ASX:SE1)",https://www.listcorp.com/asx/se1/sensera-limited,"	13618700",0.038,-0.00,-5,"Information Technology"
ASX:LCE,"London City Equities (ASX:LCE)",https://www.listcorp.com/asx/lce/london-city-equities,"	13605700",0.45,0.00,0,Financials
ASX:FEI,"FE Investments Group Limited (ASX:FEI)",https://www.listcorp.com/asx/fei/fe-investments-group-limited,"	13573000",0.06,0.00,0,Financials
ASX:LPE,"Locality Planning Energy Holdings (ASX:LPE)",https://www.listcorp.com/asx/lpe/locality-planning-energy-holdings,"	13520200",0.215,0.00,0,Utilities
ASX:DTM,"Dart Mining NL (ASX:DTM)",https://www.listcorp.com/asx/dtm/dart-mining,"	13492600",0.14,0.00,3.7,Materials
ASX:RIE,"Riedel Resources (ASX:RIE)",https://www.listcorp.com/asx/rie/riedel-resources,"	13477900",0.013,-0.00,-7.14,Materials
ASX:WC8,"Wildcat Resources Limited (ASX:WC8)",https://www.listcorp.com/asx/wc8/wildcat-resources-limited,"	13455000",0.026,0.00,0,Materials
ASX:XST,"XState Resources (ASX:XST)",https://www.listcorp.com/asx/xst/xstate-resources,"	13447900",0.005,0.00,0,Energy
ASX:ID8,"Identitii Limited (ASX:ID8)",https://www.listcorp.com/asx/id8/identitii-limited,"	13382800",0.09,0.00,2.27,"Information Technology"
ASX:PGD,"Peregrine Gold Limited (ASX:PGD)",https://www.listcorp.com/asx/pgd/peregrine-gold-limited,"	13364000",0.44,-0.02,-4.35,Materials
ASX:TRL,"Tanga Resources Limited (ASX:TRL)",https://www.listcorp.com/asx/trl/tanga-resources-limited,"	13322400",0.036,0.00,0,Materials
ASX:GNM,"Great Northern Minerals Limited (ASX:GNM)",https://www.listcorp.com/asx/gnm/great-northern-minerals-limited,"	13299600",0.012,0.00,9.09,Materials
ASX:BEE,"Broo Limited (ASX:BEE)",https://www.listcorp.com/asx/bee/broo-limited,"	13240500",0.013,-0.00,-7.14,"Consumer Staples"
ASX:1AG,"Alterra Limited (ASX:1AG)",https://www.listcorp.com/asx/1ag/alterra-limited,"	13237300",0.049,0.00,2.08,"Consumer Staples"
ASX:NC6,"Nanollose Limited (ASX:NC6)",https://www.listcorp.com/asx/nc6/nanollose-limited,"	13233100",0.089,0.00,0,"Health Care"
ASX:CRS,"Caprice Resources Ltd (ASX:CRS)",https://www.listcorp.com/asx/crs/caprice-resources-ltd,"	13217700",0.21,0.01,5,Materials
ASX:BTR,"Brightstar Resources Limited (ASX:BTR)",https://www.listcorp.com/asx/btr/brightstar-resources-limited,"	13192500",0.029,-0.00,-3.33,Materials
ASX:ACP,"Audalia Resources Limited (ASX:ACP)",https://www.listcorp.com/asx/acp/audalia-resources,"	13150600",0.022,0.00,15.79,Materials
ASX:RCR,"RCR Tomlinson (ASX:RCR)",https://www.listcorp.com/asx/rcr/rcr-tomlinson,"	13112400",0.31,-0.02,-6.06,Materials
ASX:CLT,"Cellnet Group (ASX:CLT)",https://www.listcorp.com/asx/clt/cellnet-group,"	13100100",0.054,0.00,0,"Information Technology"
ASX:MRD,"Mount Ridley Mines Limited (ASX:MRD)",https://www.listcorp.com/asx/mrd/mount-ridley-mines-limited,"	13081800",0.003,0.00,0,Materials
ASX:DMC,"Design Milk Co Limited (ASX:DMC)",https://www.listcorp.com/asx/dmc/design-milk-co-limited,"	13065400",0.36,0.00,0,"Consumer Discretionary"
ASX:AKO,"Akora Resources Limited (ASX:AKO)",https://www.listcorp.com/asx/ako/akora-resources-limited,"	13062500",0.265,0.01,3.92,Materials
ASX:KSM,"K2 Australian Small Cap Fund (ASX:KSM)",https://www.listcorp.com/asx/ksm/k2-australian-small-cap-fund,"	13032300",2.89,0.02,0.7,Financials
ASX:NGS,"Nutritional Growth Solutions Ltd (ASX:NGS)",https://www.listcorp.com/asx/ngs/nutritional-growth-solutions,"	13026000",0.29,0.00,1.75,"Consumer Staples"
ASX:CR1,"Constellation Resources Limited (ASX:CR1)",https://www.listcorp.com/asx/cr1/constellation-resources-limited,"	12980700",0.375,0.02,4.17,Materials
ASX:LIO,"Lion Energy (ASX:LIO)",https://www.listcorp.com/asx/lio/lion-energy,"	12980200",0.043,0.00,0,Energy
ASX:WEL,"Winchester Energy Limited (ASX:WEL)",https://www.listcorp.com/asx/wel/winchester-energy-limited,"	12957100",0.015,0.00,0,Energy
ASX:LSR,"Lodestar Minerals (ASX:LSR)",https://www.listcorp.com/asx/lsr/lodestar-minerals,"	12909400",0.011,0.00,10,Materials
ASX:QGL,"Quantum Graphite Limited (ASX:QGL)",https://www.listcorp.com/asx/qgl/quantum-graphite-limited,"	12899600",0.051,0.00,0,Materials
ASX:CNL,"Celamin Holdings (ASX:CNL)",https://www.listcorp.com/asx/cnl/celamin-holdings,"	12873000",0.066,0.00,0,Materials
ASX:SLZ,"Sultan Resources Ltd (ASX:SLZ)",https://www.listcorp.com/asx/slz/sultan-resources-ltd,"	12863900",0.185,0.00,0,Materials
ASX:CF1,"Complii Fintech Solutions Ltd (ASX:CF1)",https://www.listcorp.com/asx/cf1/complii-fintech-solutions-ltd,"	12768500",0.048,-0.01,-12.73,"Information Technology"
ASX:LLO,"Lion One Metals (ASX:LLO)",https://www.listcorp.com/asx/llo/lion-one-metals,"	12758100",1.26,0.04,2.86,Materials
ASX:ANW,"Aus Tin Mining (ASX:ANW)",https://www.listcorp.com/asx/anw/aus-tin-mining,"	12716800",0.001,0.00,0,Materials
ASX:AFW,"Applyflow Limited (ASX:AFW)",https://www.listcorp.com/asx/afw/applyflow-limited,"	12683000",0.007,0.00,0,"Communication Services"
ASX:PNM,"Pacific Nickel Mines Limited (ASX:PNM)",https://www.listcorp.com/asx/pnm/pacific-nickel-mines-limited,"	12678800",0.054,-0.00,-8.47,Materials
ASX:AIY,"Authorised Investment Fund Limited (ASX:AIY)",https://www.listcorp.com/asx/aiy/authorised-investment-fund,"	12660500",0.03,0.00,0,Financials
ASX:LHM,"Land and Homes Group Limited (ASX:LHM)",https://www.listcorp.com/asx/lhm/land-and-homes-group-limited,"	12592700",0.012,0.00,0,"Real Estate"
ASX:GES,"Genesis Resources (ASX:GES)",https://www.listcorp.com/asx/ges/genesis-resources,"	12525500",0.016,0.00,0,Materials
ASX:GIB,"Gibb River Diamonds Limited (ASX:GIB)",https://www.listcorp.com/asx/gib/gibb-river-diamonds-limited,"	12479100",0.059,0.00,0,Materials
ASX:CY5,"Cygnus Gold Limited (ASX:CY5)",https://www.listcorp.com/asx/cy5/cygnus-gold-limited,"	12468300",0.115,0.00,0,Materials
ASX:CRL,"Comet Resources (ASX:CRL)",https://www.listcorp.com/asx/crl/comet-resources,"	12448600",0.018,0.00,0,Materials
ASX:CVS,"Cervantes Corporation (ASX:CVS)",https://www.listcorp.com/asx/cvs/cervantes-corporation,"	12432100",0.008,0.00,0,Materials
ASX:GSM,"Golden State Mining Limited (ASX:GSM)",https://www.listcorp.com/asx/gsm/golden-state-mining-limited,"	12412300",0.15,0.00,0,Materials
ASX:BUR,"Burley Minerals Ltd (ASX:BUR)",https://www.listcorp.com/asx/bur/burley-minerals-ltd,"	12356300",0.33,-0.03,-8.33,Materials
ASX:FFF,"Forbidden Foods Limited (ASX:FFF)",https://www.listcorp.com/asx/fff/forbidden-foods-limited,"	12335200",0.26,0.01,4,"Consumer Staples"
ASX:CXX,"Cradle Resources (ASX:CXX)",https://www.listcorp.com/asx/cxx/cradle-resources,"	12329300",0.065,0.00,0,Materials
ASX:KFE,"Kogi Iron (ASX:KFE)",https://www.listcorp.com/asx/kfe/kogi-iron,"	12260700",0.014,0.00,0,Materials
ASX:BAR,"Barra Resources (ASX:BAR)",https://www.listcorp.com/asx/bar/barra-resources,"	12196900",0.022,0.00,22.22,Materials
ASX:DXN,"DXN Limited (ASX:DXN)",https://www.listcorp.com/asx/dxn/dxn-limited,"	12158500",0.011,0.00,0,"Information Technology"
ASX:SW1,"Swift Media Limited (ASX:SW1)",https://www.listcorp.com/asx/sw1/swift-media-limited,"	12151200",0.023,0.00,9.52,"Communication Services"
ASX:SHO,"Sportshero Limited (ASX:SHO)",https://www.listcorp.com/asx/sho/sportshero-limited,"	12149100",0.026,0.00,4,"Communication Services"
ASX:NNG,"Nexion Group Ltd (ASX:NNG)",https://www.listcorp.com/asx/nng/nexion-group-ltd,"	12090400",0.185,-0.00,-2.63,"Information Technology"
ASX:TSC,"Twenty Seven Co. Limited (ASX:TSC)",https://www.listcorp.com/asx/tsc/twenty-seven-co.-limited,"	11973100",0.005,0.00,11.11,Energy
ASX:RMX,"Red Mountain Mining (ASX:RMX)",https://www.listcorp.com/asx/rmx/red-mountain-mining,"	11939800",0.01,0.00,5.26,Materials
ASX:EFE,"Eastern Iron Limited (ASX:EFE)",https://www.listcorp.com/asx/efe/eastern-iron,"	11923700",0.017,0.00,6.25,Materials
ASX:AMD,"Arrow Minerals Limited (ASX:AMD)",https://www.listcorp.com/asx/amd/arrow-minerals-limited,"	11910500",0.0065,0.00,0,Materials
ASX:ZAG,"Zuleika Gold Limited (ASX:ZAG)",https://www.listcorp.com/asx/zag/zuleika-gold-limited,"	11892700",0.029,0.00,0,Materials
ASX:FDM,"Freedom Oil and Gas Limited (ASX:FDM)",https://www.listcorp.com/asx/fdm/freedom-oil-and-gas-limited,"	11847200",0.011,0.00,0,Energy
ASX:92E,"92 Energy Limited (ASX:92E)",https://www.listcorp.com/asx/92e/92-energy,"	11817000",0.29,-0.01,-3.33,Energy
ASX:BYH,"Bryah Resources Limited (ASX:BYH)",https://www.listcorp.com/asx/byh/bryah-resources-limited,"	11812400",0.06,0.00,0,Materials
ASX:OKR,"Okapi Resources Limited (ASX:OKR)",https://www.listcorp.com/asx/okr/okapi-resources-limited,"	11736700",0.32,0.10,45.45,Materials
ASX:MSG,"MCS Services Limited (ASX:MSG)",https://www.listcorp.com/asx/msg/mcs-services-limited,"	11735300",0.065,0.00,3.17,Industrials
ASX:SUH,"Southern Hemisphere Mining (ASX:SUH)",https://www.listcorp.com/asx/suh/southern-hemisphere-mining,"	11733100",0.049,0.00,2.08,Materials
ASX:WTL,"WT Financial Group Limited (ASX:WTL)",https://www.listcorp.com/asx/wtl/wt-financial-group-limited,"	11702000",0.08,0.01,14.29,Financials
ASX:SER,"Strategic Energy Resources (ASX:SER)",https://www.listcorp.com/asx/ser/strategic-energy-resources,"	11695200",0.056,0.00,1.82,Materials
ASX:PUA,"Peak Minerals Limited (ASX:PUA)",https://www.listcorp.com/asx/pua/peak-minerals-limited,"	11679400",0.019,0.00,0,Materials
ASX:RML,"Resolution Minerals Ltd (ASX:RML)",https://www.listcorp.com/asx/rml/resolution-minerals-ltd,"	11639700",0.025,-0.00,-3.85,Materials
ASX:KGM,"Kalnorth Gold Mines (ASX:KGM)",https://www.listcorp.com/asx/kgm/kalnorth-gold,"	11625100",0.013,0.00,0,Materials
ASX:ANR,"Anatara Lifesciences Ltd (ASX:ANR)",https://www.listcorp.com/asx/anr/anatara-lifesciences-ltd,"	11589400",0.165,0.00,0,"Health Care"
ASX:A3D,"Aurora Labs Limited (ASX:A3D)",https://www.listcorp.com/asx/a3d/aurora-labs-limited,"	11543700",0.077,0.00,1.99,Industrials
ASX:ALT,"Analytica (ASX:ALT)",https://www.listcorp.com/asx/alt/analytica,"	11534500",0.0025,0.00,0,"Health Care"
ASX:BDG,"Black Dragon Gold Corp. (ASX:BDG)",https://www.listcorp.com/asx/bdg/black-dragon-gold-corp.,"	11529300",0.085,0.00,0,Materials
ASX:BPM,"BPM Minerals Limited (ASX:BPM)",https://www.listcorp.com/asx/bpm/bpm-minerals-limited,"	11506600",0.355,-0.01,-4.05,Materials
ASX:RGI,"Roto-Gro International Limited (ASX:RGI)",https://www.listcorp.com/asx/rgi/roto-gro-international-limited,"	11469200",0.04,-0.00,-2.44,Industrials
ASX:CZL,"Consolidated Zinc Limited (ASX:CZL)",https://www.listcorp.com/asx/czl/consolidated-zinc-limited,"	11451600",0.037,-0.00,-2.63,Materials
ASX:NPM,"New Peak Metals Limited (ASX:NPM)",https://www.listcorp.com/asx/npm/new-peak-metals-limited,"	11408300",0.002,0.00,0,Materials
ASX:SIV,"SIV Capital Limited (ASX:SIV)",https://www.listcorp.com/asx/siv/siv-capital-limited,"	11387700",0.29,0.00,0,Industrials
ASX:HPR,"High Peak Royalties (ASX:HPR)",https://www.listcorp.com/asx/hpr/high-peak-royalties,"	11337400",0.055,-0.00,-8.33,Energy
ASX:CDY,"Cellmid Limited (ASX:CDY)",https://www.listcorp.com/asx/cdy/cellmid,"	11245800",0.059,-0.00,-1.67,"Health Care"
ASX:TCO,"Transmetro Corporation Limited (ASX:TCO)",https://www.listcorp.com/asx/tco/transmetro-corporation,"	11241500",0.84,0.00,0,"Consumer Discretionary"
ASX:CBY,"Canterbury Resources Limited (ASX:CBY)",https://www.listcorp.com/asx/cby/canterbury-resources-limited,"	11186500",0.1,0.00,0,Materials
ASX:DAF,"Discovery Africa Limited (ASX:DAF)",https://www.listcorp.com/asx/daf/discovery-africa,"	11177900",0.055,0.00,0,Materials
ASX:KP2,"Kore Potash Plc (ASX:KP2)",https://www.listcorp.com/asx/kp2/kore-potash-plc,"	11176300",0.016,-0.00,-5.88,Materials
ASX:ERG,"Eneco Refresh Ltd (ASX:ERG)",https://www.listcorp.com/asx/erg/eneco-refresh-ltd,"	11166700",0.041,0.00,0,"Consumer Staples"
ASX:WFL,"Wellfully Limited (ASX:WFL)",https://www.listcorp.com/asx/wfl/wellfully-limited,"	11120500",0.053,0.00,0,"Health Care"
ASX:BNR,"Bulletin Resources (ASX:BNR)",https://www.listcorp.com/asx/bnr/bulletin-resources,"	11116200",0.064,0.00,3.23,Materials
ASX:EN1,"engage:BDR Limited (ASX:EN1)",https://www.listcorp.com/asx/en1/engage-bdr-limited,"	11018600",0.005,0.00,11.11,"Communication Services"
ASX:CDT,"Castle Minerals (ASX:CDT)",https://www.listcorp.com/asx/cdt/castle-minerals,"	10987500",0.015,0.00,0,Materials
ASX:SGI,"Stealth Global Holdings (ASX:SGI)",https://www.listcorp.com/asx/sgi/stealth-global-holdings,"	10967000",0.105,-0.01,-4.55,Industrials
ASX:ERL,"Empire Resources (ASX:ERL)",https://www.listcorp.com/asx/erl/empire-resources,"	10905000",0.013,0.00,8.33,Materials
ASX:MRQ,"MRG Metals (ASX:MRQ)",https://www.listcorp.com/asx/mrq/mrg-metals,"	10784700",0.008,0.00,14.29,Materials
ASX:FNX,"Finexia Financial Group Limited (ASX:FNX)",https://www.listcorp.com/asx/fnx/finexia-financial-group-limited,"	10751100",0.07,0.00,0,Financials
ASX:SMI,"Santana Minerals (ASX:SMI)",https://www.listcorp.com/asx/smi/santana-minerals,"	10719100",0.085,-0.01,-9.57,Materials
ASX:MBK,"Metal Bank Limited (ASX:MBK)",https://www.listcorp.com/asx/mbk/metal-bank,"	10701600",0.009,0.00,0,Materials
ASX:QXR,"QX Resources Limited (ASX:QXR)",https://www.listcorp.com/asx/qxr/qx-resources-limited,"	10661800",0.015,-0.00,-6.25,Materials
ASX:OPL,"Opyl Limited (ASX:OPL)",https://www.listcorp.com/asx/opl/opyl-limited,"	10605200",0.195,0.00,0,"Information Technology"
ASX:AUN,"Aurumin Limited (ASX:AUN)",https://www.listcorp.com/asx/aun/aurumin-limited,"	10544600",0.19,-0.01,-5,Materials
ASX:MRR,"Minrex Resources Limited (ASX:MRR)",https://www.listcorp.com/asx/mrr/minrex-resources-limited,"	10471600",0.02,0.00,5.26,Materials
ASX:PVW,"PVW Resources Limited (ASX:PVW)",https://www.listcorp.com/asx/pvw/pvw-resources-limited,"	10455600",0.15,-0.01,-3.23,Materials
ASX:AJJ,"Asian American Medical Group (ASX:AJJ)",https://www.listcorp.com/asx/ajj/asian-american-medical,"	10432600",0.03,0.00,0,"Health Care"
ASX:MRZ,"Mont Royal Resources Limited (ASX:MRZ)",https://www.listcorp.com/asx/mrz/mont-royal-resources-limited,"	10416100",0.25,-0.02,-9.09,Materials
ASX:SCT,"Scout Security Limited (ASX:SCT)",https://www.listcorp.com/asx/sct/scout-security-limited,"	10342800",0.07,-0.00,-1.41,"Consumer Discretionary"
ASX:PSA,"Petsec Energy (ASX:PSA)",https://www.listcorp.com/asx/psa/petsec-energy,"	10260300",0.021,0.00,0,Energy
ASX:ZMM,"Zimi Limited (ASX:ZMM)",https://www.listcorp.com/asx/zmm/zimi-limited,"	10254200",0.017,0.00,0,"Information Technology"
ASX:MXR,"Maximus Resources (ASX:MXR)",https://www.listcorp.com/asx/mxr/maximus-resources,"	10227100",0.077,0.00,5.48,Materials
ASX:PVL,"Powerhouse Ventures Limited (ASX:PVL)",https://www.listcorp.com/asx/pvl/powerhouse-ventures-limited,"	10201700",0.12,0.01,9.09,Financials
ASX:DVL,"Dorsavi Ltd (ASX:DVL)",https://www.listcorp.com/asx/dvl/dorsavi,"	10177000",0.028,-0.00,-3.45,"Health Care"
ASX:AGC,"Australian Gold and Copper Ltd (ASX:AGC)",https://www.listcorp.com/asx/agc/australian-gold-and-copper-ltd,"	10159100",0.145,-0.00,-3.33,Materials
ASX:GGX,"Gas2Grid Limited (ASX:GGX)",https://www.listcorp.com/asx/ggx/gas2grid,"	10115300",0.0025,0.00,0,Energy
ASX:AQC,"Australian Pacific Coal (ASX:AQC)",https://www.listcorp.com/asx/aqc/australian-pacific-coal,"	10097000",0.2,0.00,0,Materials
ASX:GED,"Golden Deeps (ASX:GED)",https://www.listcorp.com/asx/ged/golden-deeps,"	10086100",0.0135,0.00,3.85,Materials
ASX:OLH,"Oldfields Holdings (ASX:OLH)",https://www.listcorp.com/asx/olh/oldfields-holdings,"	10062400",0.06,0.00,0,Industrials
ASX:BMO,"Bastion Minerals Limited (ASX:BMO)",https://www.listcorp.com/asx/bmo/bastion-minerals-limited,"	10054500",0.175,0.00,0,Materials
ASX:CAQ,"CAQ Holdings Limited (ASX:CAQ)",https://www.listcorp.com/asx/caq/caq-holdings-limited,"	10049000",0.014,0.00,0,"Real Estate"
ASX:WML,"Woomera Mining Limited (ASX:WML)",https://www.listcorp.com/asx/wml/woomera-mining-limited,"	9994910",0.02,0.00,0,Materials
ASX:YPB,"YPB Group (ASX:YPB)",https://www.listcorp.com/asx/ypb/ypb-group,"	9983640",0.002,0.00,0,Industrials
ASX:DDT,"DataDot Technology (ASX:DDT)",https://www.listcorp.com/asx/ddt/datadot-technology,"	9934960",0.007,-0.00,-12.5,"Consumer Discretionary"
ASX:AUQ,"Alara Resources (ASX:AUQ)",https://www.listcorp.com/asx/auq/alara-resources,"	9876010",0.014,0.00,0,Materials
ASX:AGN,"Argenica Therapeutics Limited (ASX:AGN)",https://www.listcorp.com/asx/agn/argenica-therapeutics-limited,"	9867750",0.23,0.02,6.98,"Health Care"
ASX:CSE,"Copper Strike Limited (ASX:CSE)",https://www.listcorp.com/asx/cse/copper-strike,"	9842380",0.082,0.00,0,Materials
ASX:PHL,"Propell Holdings Limited (ASX:PHL)",https://www.listcorp.com/asx/phl/propell-holdings-limited,"	9788140",0.125,0.01,4.17,Financials
ASX:NTL,"New Talisman Gold (ASX:NTL)",https://www.listcorp.com/asx/ntl/new-talisman-gold,"	9772790",0.0035,0.00,0,Materials
ASX:SRI,"Sipa Resources (ASX:SRI)",https://www.listcorp.com/asx/sri/sipa-resources,"	9694200",0.056,0.00,3.7,Materials
ASX:CYQ,"Cycliq Group Limited (ASX:CYQ)",https://www.listcorp.com/asx/cyq/cycliq-group-limited,"	9675510",0.0015,0.00,0,"Consumer Discretionary"
ASX:BLZ,"Blaze International Limited (ASX:BLZ)",https://www.listcorp.com/asx/blz/blaze-international-limited,"	9675000",0.03,0.00,0,Energy
ASX:NWM,"Norwest Minerals Limited (ASX:NWM)",https://www.listcorp.com/asx/nwm/norwest-minerals-limited,"	9577940",0.093,0.00,5.68,Materials
ASX:DC2,"DC Two Limited (ASX:DC2)",https://www.listcorp.com/asx/dc2/dc-two-limited,"	9575970",0.26,-0.01,-1.89,"Information Technology"
ASX:ICN,"Icon Energy (ASX:ICN)",https://www.listcorp.com/asx/icn/icon-energy,"	9561710",0.016,0.00,0,Energy
ASX:CFO,"Cfoam Limited (ASX:CFO)",https://www.listcorp.com/asx/cfo/cfoam-limited,"	9501450",0.016,0.00,0,Industrials
ASX:ALY,"Alchemy Resources (ASX:ALY)",https://www.listcorp.com/asx/aly/alchemy-resources,"	9411410",0.014,0.00,0,Materials
ASX:RDS,"Redstone Resources (ASX:RDS)",https://www.listcorp.com/asx/rds/redstone-resources,"	9346990",0.013,0.00,0,Materials
ASX:KLO,"Kingsland Global Ltd (ASX:KLO)",https://www.listcorp.com/asx/klo/kingsland-global-ltd,"	9315000",0.023,0.00,0,"Real Estate"
ASX:ORM,"Orion Metals Limited (ASX:ORM)",https://www.listcorp.com/asx/orm/orion-metals-limited,"	9266660",0.017,0.00,0,Materials
ASX:YOW,"Yowie Group (ASX:YOW)",https://www.listcorp.com/asx/yow/yowie-group,"	9179850",0.041,-0.00,-2.38,"Consumer Staples"
ASX:ENT,"Enterprise Metals (ASX:ENT)",https://www.listcorp.com/asx/ent/enterprise-metals,"	9168320",0.016,0.00,0,Materials
ASX:TMS,"Tennant Minerals NL (ASX:TMS)",https://www.listcorp.com/asx/tms/tennant-minerals,"	9134410",0.026,0.00,4,Materials
ASX:SRY,"Story-I Limited (ASX:SRY)",https://www.listcorp.com/asx/sry/story-i-limited,"	9033720",0.024,0.00,0,"Consumer Discretionary"
ASX:FG1,"Flynn Gold Limited (ASX:FG1)",https://www.listcorp.com/asx/fg1/flynn-gold-limited,"	9000000",0.16,0.01,6.67,Materials
ASX:AER,"Aeeris Ltd (ASX:AER)",https://www.listcorp.com/asx/aer/aeeris-ltd,"	8996080",0.145,-0.00,-3.33,"Communication Services"
ASX:ESE,"eSense-Lab Ltd (ASX:ESE)",https://www.listcorp.com/asx/ese/esense-lab-ltd,"	8973010",0.018,0.00,0,"Health Care"
ASX:AQS,"Aquis Entertainment Limited (ASX:AQS)",https://www.listcorp.com/asx/aqs/aquis-entertainment-limited,"	8929790",0.235,-0.02,-6,"Consumer Discretionary"
ASX:ICR,"Intelicare Holdings Limited (ASX:ICR)",https://www.listcorp.com/asx/icr/intelicare-holdings-limited,"	8920620",0.19,0.00,0,"Health Care"
ASX:1ST,"1st Group Limited (ASX:1ST)",https://www.listcorp.com/asx/1st/1st-group-limited,"	8916960",0.02,-0.00,-4.76,"Health Care"
